Q9696,https://en.wikipedia.org/wiki/John_F._Kennedy,4,1,0.8142,F,"He remarked to Ted_Sorensen afterwards : `` We 'll never have another day like this [one] , as long as we live . ''",
Q295093,https://en.wikipedia.org/wiki/Claude_Lelouch,7,2,0.4583,F,He has collaborated more than [two] dozen times with composer Francis_Lai .,
Q105487,https://en.wikipedia.org/wiki/Maurice_Jarre,3,1,0.5649,F,"In the 1940s , his marriage to Francette_Pejot , a French Resistance member and concentration camp survivor , produced a son , Jean-Michel_Jarre , a French composer , performer , and music producer who is [one] of the pioneers in electronic music .",
Q7742,https://en.wikipedia.org/wiki/Louis_XIV_of_France,19,3,0.6493,F,"He danced four parts in [three] of Molière 's comédies-ballets , which are plays accompanied by music and dance .",
Q312325,https://en.wikipedia.org/wiki/Ferdinand_I_of_the_Two_Sicilies,17,2,0.1358,F,When his father ascended the Spanish throne in 1759 he abdicated Naples in Ferdinand 's favor in accordance with the treaties forbidding the union of the [two] crowns .,
Q3736361,https://en.wikipedia.org/wiki/Ezio_Carabella,1,0,0,,,
Q232101,https://en.wikipedia.org/wiki/Rachael_Leigh_Cook,2,2,0.1862,T,They have [two] children : daughter Charlotte_Easton_Gillies -LRB- born September 2013 -RRB- and son Theodore_Vigo_Sullivan_Gillies -LRB- born April 2015 -RRB- .,
Q35041,https://en.wikipedia.org/wiki/William_McKinley,2,1,0.7363,F,"For 1890 , the Democrats gerrymandered McKinley one final time , placing Stark County in the same district as [one] of the strongest pro-Democrat counties , Holmes , populated by solidly Democratic Pennsylvania Dutch .",
Q61046,https://en.wikipedia.org/wiki/Richard_Courant,4,1,0.5803,F,The Courant Institute of Mathematical Sciences -LRB- as it was renamed in 1964 -RRB- is now [one] of the most respected research centers in applied mathematics .,
Q535127,https://en.wikipedia.org/wiki/Pierre_Jolivet,1,0,0,,,
Q569505,https://en.wikipedia.org/wiki/R._B._Kitaj,3,1,0.6453,F,"In 2000 , Kitaj was [one] of several artists to make a post-it note for an internet charity auction held by 3M to celebrate the 20th anniversary of their product .",
Q237761,https://en.wikipedia.org/wiki/Landgravine_Elisabeth_Amalie_of_Hesse-Darmstadt,11,1,0.5924,F,Her husband was some twenty years older than she and was the heir to the Electoral Palatinate which was [one] of the most important states within the Holy Roman Empire .,
Q9889,https://en.wikipedia.org/wiki/Emperor_Xizong_of_Tang,4,1,0.6279,F,"For example , Gao_Pian 's Huainan Circuit , regarded as [one] of the riches of the Tang realm , fell into years of internecine warfare -LRB- which included Gao 's death at the hands of Qin_Yan -RRB- with Yang_Xingmi eventually emerging victorious but with the circuit laid waste .",
Q72141,https://en.wikipedia.org/wiki/Friedrich_Delitzsch,1,1,0.6079,F,"Although Delitszch 's proposal to replace the Old Testament with German myths did not extend to this revision , his student Paul_Haupt was [one] of the major advocates of the thesis of the Aryan Jesus .",
Q133040,https://en.wikipedia.org/wiki/Alberto_Fujimori,4,5,0.7457,F,"The Lima-based newspaper Perú 21 ran an editorial noting that even though the Universidad de Lima poll results indicate that four out of every [five] interviewees believe that Fujimori is guilty of some of the charges against him , he still enjoys at least 30 % of popular support and enough approval to restart a political career .",
Q193368,https://en.wikipedia.org/wiki/Ted_Turner,5,29,0.563,F,"And right before that , we had that coal mine disaster in West Virginia where we lost [29] miners ... Maybe the Lord 's tired of having the mountains of West Virginia , the tops knocked off of them so they may get more coal .",
Q1386330,https://en.wikipedia.org/wiki/Ramesh_Sippy,2,1,0.5222,F,Sholay still remains one of the biggest blockbuster films in Hindi film history and remains [one] of the favourites for Hindi film audiences globally .,
Q49492,https://en.wikipedia.org/wiki/Michael_Chekhov,1,1,0.5977,F,Chekhov was considered by the Russian theatre practitioner Konstantin_Stanislavski to be [one] of his brightest students .,
Q152503,https://en.wikipedia.org/wiki/Mikhail_Khodorkovsky,4,1,0.8187,F,"As [one] of Russia 's first privately owned banks , Menatep expanded quickly , by using most of the deposits raised to finance Khodorkovsky 's successful import-export operations .",
Q202537,https://en.wikipedia.org/wiki/Arkady_Gaidar,1,1,0.6577,F,"During [one] of such missions he received his first injury , a stab in the chest .",
Q42891,https://en.wikipedia.org/wiki/Krishna,1,1,0.7359,F,"The Bodhisattva , is born in this tale as [one] of his youngest brothers named Ghatapandita , and saves Krishna from the grief of losing his son .",
Q230045,https://en.wikipedia.org/wiki/Tiffani_Thiessen,2,1,0.5531,F,"Interior designer Lonni_Paul , [one] of the final three contestants of the season , was given the task of redesigning Thiessen 's guest bedroom with an eco-friendly theme ; Thiessen and Paul now have a nursery furniture line called PetitNest .",
Q230512,https://en.wikipedia.org/wiki/Phyllis_Diller,6,1,0.6412,F,"She was also [one] of the first celebrities to openly champion plastic surgery , for which she was recognized by the industry .",
Q60610,https://en.wikipedia.org/wiki/Prince_Adalbert_of_Bavaria_(1828–1875),5,5,0.1862,T,They had [five] children :,
