Q67721,https://en.wikipedia.org/wiki/Stephen%2C%20Count%20Palatine%20of%20Simmern-Zweibr%C3%BCcken,1,0,0,,,
Q75163,https://en.wikipedia.org/wiki/Lotte%20Ulbricht,2,0,0,,,
Q129006,https://en.wikipedia.org/wiki/Clement%20Attlee,1,1,0.8881,F,"At [one] time , Attlee had favoured Aneurin_Bevan to succeed him as leader , but this became problematic after Bevan almost irrevocably split the party .",
Q112193,https://en.wikipedia.org/wiki/Gaston%20Glock,2,0,0,,,
Q123098,https://en.wikipedia.org/wiki/Angelica%20Kauffman,2,0,0,,,
Q183085,https://en.wikipedia.org/wiki/Isabella%20II%20of%20Spain,1,9,0.2002,F,"Isabel had [nine] children , but only five reached adulthood :",
Q81502,https://en.wikipedia.org/wiki/%C5%A0t%C4%9Bp%C3%A1nka%20Hilgertov%C3%A1,1,7,0.41,F,"She also won a total of 15 medals at the European Championships -LRB- [7] golds , 5 silvers and 3 bronzes -RRB- .",
Q154717,https://en.wikipedia.org/wiki/Robert%20Anderson%20%28playwright%29,2,4,0.7013,F,You Know I Ca n't Hear You When the Water 's Running -LRB- 1967 -RRB- -LRB- [four] unrelated one-acts -RRB-,
Q83678,https://en.wikipedia.org/wiki/Henry%20VI%2C%20Count%20of%20Luxembourg,1,3,0.381,F,"Henry married Beatrice_d'Avesnes -LRB- d. 1 March 1321 , daughter of Baldwin and granddaughter of Bouchard IV of Avesnes -RRB- around 1260 -- 1 and they had [three] sons , two of whom attained the highest honours and excellence :",
Q236309,https://en.wikipedia.org/wiki/Dawn%20French,2,25,0.1631,F,According to her time of birth this will happen on [25] or 26 October .,
Q86396,https://en.wikipedia.org/wiki/Hannelore%20Schroth,3,0,0,,,
Q89342,https://en.wikipedia.org/wiki/Constanze%20Engelbrecht,1,0,0,,,
Q92759,https://en.wikipedia.org/wiki/Larry%20Ellison,4,1,0.8486,F,"His entertainment system cost $ 1 million , and includes a rock concert-sized video projector at [one] end of a drained swimming pool , using the gaping hole as a giant subwoofer .",
Q159778,https://en.wikipedia.org/wiki/Michelle%20Pfeiffer,2,1,0.7776,F,"SF Gate wrote : `` In [one] scene , she breaks down in tears as she unburdens herself to him about her miserable life .",
Q229276,https://en.wikipedia.org/wiki/Maureen%20O%27Hara,3,1,0.8085,F,"O'Hara was so keen on Gaelic football that at [one] point she pressed her father to found a women 's team , and professed that Glenmalure Park , the home ground of the Rovers , became `` like a second home '' .",
Q191966,https://en.wikipedia.org/wiki/Gene%20Wilder,4,1,0.5897,F,The show received poor reviews and lasted only [one] season .,
Q229714,https://en.wikipedia.org/wiki/Julianna%20Margulies,1,8,0.2958,F,"Margulies has won [eight] Screen Actor Guild Awards , which has made her the most awarded woman ever within SAG .",
Q230662,https://en.wikipedia.org/wiki/Anita%20Ekberg,2,1,0.8836,F,"In [one] interview , she said she wished she had a child , but stated the opposite on another occasion .",
Q262559,https://en.wikipedia.org/wiki/John%20de%20la%20Pole%2C%202nd%20Duke%20of%20Suffolk,2,0,0,,,
Q200566,https://en.wikipedia.org/wiki/Cobie%20Smulders,1,2,0.2779,F,"They have [two] daughters ; their first , Shaelyn , was born May 16 , 2009 , and their second , whose name has not been revealed , was born in January 2015 .",
Q167250,https://en.wikipedia.org/wiki/Albert%2C%20King%20of%20Sweden,2,2,0.371,F,"Albert based his claims on the Swedish crown upon [two] family ties with the Swedish House of Sverker , both through Albert 's mother , through whom he was granted the first place in the Swedish succession order , and through Kristina_Sverkersdotter , a daughter of Sverker_II of Sweden , also known as Sverker the Young .",
Q264840,https://en.wikipedia.org/wiki/Vera%20Farmiga,2,1,0.7611,F,That was my parents ' number [one] lesson for us . '',
Q245407,https://en.wikipedia.org/wiki/Richard%20Bach,3,2,0.3053,F,"He crashed upside down in a field about two miles from Friday Harbor , taking down [two] poles and sparking a small grass fire .",
Q265501,https://en.wikipedia.org/wiki/Beatrice%20of%20Luxembourg,1,2,0.1529,F,"King John called his [two] sisters to his court ; at that moment , Marie resided in St. Marienthal Abbey and Beatrice remained in Italy .",
Q232101,https://en.wikipedia.org/wiki/Rachael%20Leigh%20Cook,1,0,0,,,
Q202735,https://en.wikipedia.org/wiki/Billy%20Bob%20Thornton,6,2,0.4067,F,"After a short period laying asphalt for the Arkansas State Transportation Department , he attended Henderson State University to pursue studies in psychology , but dropped out after [two] semesters .",
Q247209,https://en.wikipedia.org/wiki/Ulrich%20V%2C%20Count%20of%20W%C3%BCrttemberg,3,2,0.2725,F,In 1460 the first military encounters between the [two] groups occurred .,
Q232343,https://en.wikipedia.org/wiki/Bridget%20Moynahan,1,1,0.8487,F,"The series centered on six residents of New York City and their respective relationships and connections with [one] another , based on the idea of six degrees of separation .",
Q206191,https://en.wikipedia.org/wiki/Abigail%20Adams,1,999,0.1651,F,"Adams is a featured figure on Judy_Chicago 's installation piece The Dinner Party , being represented as one of the [999] names on the Heritage Floor .",
Q255061,https://en.wikipedia.org/wiki/William%20IV%2C%20Count%20of%20Ponthieu,1,0,0,,,
Q273740,https://en.wikipedia.org/wiki/Leah%20Ayres,1,3,0.2723,F,"In 1995 she had a recurring role as Tara_Flynn on [three] episodes of Walker , Texas Ranger .",
Q271554,https://en.wikipedia.org/wiki/Jennifer%20Westfeldt,0,3,0.2174,F,In 2001 she was featured in [three] episodes of Judging Amy .,
Q177903,https://en.wikipedia.org/wiki/Stephen%20I%20of%20Hungary,1,6,0.4548,F,"Stephen established at least one archbishopric , [six] bishoprics and three Benedictine monasteries ; thus the Church in Hungary developed independently of the archbishops of the Holy Roman Empire .",
Q234693,https://en.wikipedia.org/wiki/Bonnie%20Raitt,1,1,0.5262,F,"Three years later , in 1994 , she added two more Grammys with her album Longing in Their Hearts , her second no. [1] album .",
Q235211,https://en.wikipedia.org/wiki/Marsha%20Mason,2,4,0.1886,F,"She was married for ten years -LRB- 1973 -- 83 -RRB- to the playwright and screenwriter Neil_Simon , who was the writer of three of her [four] Oscar nominated roles .",
Q291762,https://en.wikipedia.org/wiki/Sophie%2C%20Countess%20of%20Bar,1,0,0,,,
Q380373,https://en.wikipedia.org/wiki/Mikhail%20of%20Tver,1,0,0,,,
Q215447,https://en.wikipedia.org/wiki/CM%20Punk,1,1,0.9953,F,"The following week , Punk justified his actions , explaining he was tired of people like Cena and Rock overshadowing him when the WWE Champion should be the focus of the company ; Punk asserted himself further soon after by disrupting a number [one] contender 's match between Cena and Big Show .",
Q293082,https://en.wikipedia.org/wiki/Betsy%20Nagelsen,1,1,0.9018,F,Performance timelines for all female tennis players who reached at least [one] Grand Slam final,
Q337638,https://en.wikipedia.org/wiki/John%20Manners%2C%202nd%20Duke%20of%20Rutland,2,0,0,,,
Q447586,https://en.wikipedia.org/wiki/Frederick%20Louis%2C%20Count%20of%20Nassau-Ottweiler,2,8,0.2498,F,They had [eight] daughters :,
Q448525,https://en.wikipedia.org/wiki/Rita%20Montaner,3,1,0.5833,F,She reigned there as the number [one] figure for nearly four years : the longest-running contract of her career .,
Q434061,https://en.wikipedia.org/wiki/Francis%20V%2C%20Duke%20of%20Modena,1,1,0.6057,F,"The couple had only [one] child , Princess Anna_Beatrice -LRB- 19 October 1848 in Gries , Bolzano -- 8 July 1849 in Modena -RRB- .",
Q298799,https://en.wikipedia.org/wiki/Pat%20Morita,3,0,0,,,
Q357266,https://en.wikipedia.org/wiki/Emperor%20Ninken,1,0,0,,,
Q435278,https://en.wikipedia.org/wiki/Robert%20Crumb,2,17,0.414,F,"Between 1974 and 1984 , Crumb drew at least [17] album covers for Yazoo Records/Blue Goose Records , including those of the Cheap Suit Serenaders .",
Q358497,https://en.wikipedia.org/wiki/Aleksey%20Khomyakov,1,0,0,,,
Q459898,https://en.wikipedia.org/wiki/Radka%20Kova%C5%99%C3%ADkov%C3%A1,2,1,0.3131,F,They toured with Stars on Ice for [one] season -LRB- 1996-97 -RRB- and continued to skate in shows around the world for a number of years .,
