Q1894411,https://en.wikipedia.org/wiki?curid=25664966,Marcus_Wallenberg_(born_1956),8,0,0.0,""
Q4709994,https://en.wikipedia.org/wiki?curid=32411603,Albert_D._Bosson,2,2,0.123286,"They had [two] children , a son , Campbell_Bosson , born on November 18 , 1888 , and a daughter , Pauline_Arlaud_Bosson , born on February 24 , 1894 ."
Q454245,https://en.wikipedia.org/wiki?curid=12438594,Alan_Kelly_(politician),2,2,0.390214,"The couple have [two] children ; a daughter and a son ."
Q13575319,https://en.wikipedia.org/wiki?curid=25069694,William_Jasper_Kerr,6,0,0.0,""
Q2442673,https://en.wikipedia.org/wiki?curid=1387368,Tony_Killeen,5,0,0.0,""
Q1301476,https://en.wikipedia.org/wiki?curid=1318924,Sunil_Mittal,3,0,0.0,""
Q5446263,https://en.wikipedia.org/wiki?curid=31970362,Fiach_Mac_Conghail,2,0,0.0,""
Q12958427,https://en.wikipedia.org/wiki?curid=44091709,Mihael_Zmajlović,2,0,0.0,""
Q4719471,https://en.wikipedia.org/wiki?curid=2553780,Alexander_MacEwen,5,0,0.0,""
Q15052269,https://en.wikipedia.org/wiki?curid=40117306,Benjamin_B._Wagner,3,0,0.0,""
Q6779107,https://en.wikipedia.org/wiki?curid=16486507,Mary_Bradbury,11,0,0.0,""
Q4755023,https://en.wikipedia.org/wiki?curid=1206694,Andrea_Coote,3,0,0.0,""
Q3115393,https://en.wikipedia.org/wiki?curid=20287561,Grant_Haskin,1,0,0.0,""
Q5524863,https://en.wikipedia.org/wiki?curid=2190442,Gary_Cohen,5,5,0.227867,"Cohen is married to Lynn_Cohen and has [five] children ."
Q5085069,https://en.wikipedia.org/wiki?curid=25574817,Charlie_Jacobs,3,3,0.250721,"The couple have [three] children , two sons and one daughter ."
Q121033,https://en.wikipedia.org/wiki?curid=3659271,Urs_Schwarzenbach,2,2,0.277095,"The couple have [two] children ."
Q7383878,https://en.wikipedia.org/wiki?curid=5384883,Ryan_Bennett_(sportscaster),4,4,0.380816,"According to the Utah Highway Patrol , Bennett was traveling southbound on Interstate 15 in Fillmore around 5:15 p.m. with his wife and [four] children when their sport utility vehicle drifted onto the east shoulder on a slight bend in the road ."
