Q175077,https://en.wikipedia.org/wiki?curid=239830,24,9,0.165083,"Only two of the `` Twenty-Four Histories '' have been completely translated into English : `` Records of the Grand Historian '' by William_Nienhauser , in [nine] volumes , and Ouyang_Xiu 's `` New History of the Five Dynasties '' by Richard_L._Davis in 2004 ."
Q6536298,https://en.wikipedia.org/wiki?curid=6108810,1,12,0.112576,"Lewis_Barnavelt is a fictional American boy featured in a series of [twelve] children 's gothic horror novels ."
Q16325203,https://en.wikipedia.org/wiki?curid=42478967,6,6,0.765871,"He had been planning to finish the [six] volumes within the year , preferring to work under harsh deadlines to combat his writer 's block ."
Q4657305,https://en.wikipedia.org/wiki?curid=27435623,1,0,0.0,""
Q3226602,https://en.wikipedia.org/wiki?curid=11659509,3,3,0.679407,"The Transitions Series is a series of fantasy novels by R._A._Salvatore , the famous science fiction and fantasy author , consisting of [three] novels : `` The Orc King '' , `` The Pirate King '' , and `` The Ghost King '' ."
Q4069404,https://en.wikipedia.org/wiki?curid=2487072,8,8,0.610443,"Arkady_Renko is a fictional detective who is the central character of [eight] novels by the American writer Martin_Cruz_Smith ."
Q18669965,https://en.wikipedia.org/wiki?curid=44736692,3,3,0.921159,"He also stated that he had originally planned to write a prequel for the series , but that the plans did not become official until he had completed the third book in the [trilogy] ."
Q3998824,https://en.wikipedia.org/wiki?curid=986771,5,0,0.0,""
Q7727861,https://en.wikipedia.org/wiki?curid=26814361,13,13,0.474633,"The Courtney Novels are a series of [thirteen] novels published between 1964 and 2009 by Wilbur_Smith ."
Q3008321,https://en.wikipedia.org/wiki?curid=981453,7,0,0.0,""
Q4769579,https://en.wikipedia.org/wiki?curid=192828,4,3,0.253733,"The series currently consists of [three] novels and a number of short stories and novellas ."
Q18153036,https://en.wikipedia.org/wiki?curid=24565614,8,3,0.399707,"They can be generally categorized as historical mysteries , and the [three] novels are shorter and focus on fewer plot threads than the main `` Outlander '' books ."
Q853855,https://en.wikipedia.org/wiki?curid=2284808,4,12,0.569591,"Blackstone Audio has also released CD recordings of all [12] books in the series , read by Ralph_Lister ."
Q19610143,https://en.wikipedia.org/wiki?curid=45517339,6,6,0.481405,", `` The Expanse '' consists of [six] main novels and five shorter works -LRB- two prequel short stories , one prequel novella , one novella set between `` Caliban 's War '' and `` Abaddon 's Gate '' , and one set around the events of `` Nemesis Games '' -RRB- ."
Q16385100,https://en.wikipedia.org/wiki?curid=28086664,6,4,0.474633,"The Ballantyne Novels are a series of [four] novels published between 1980 and 1984 by Wilbur_Smith ."
Q334750,https://en.wikipedia.org/wiki?curid=214236,12,12,0.706452,"Despite the great amount of material in the [twelve] volumes , numerous unpublished texts are still known to exist in the Bodleian and Marquette University libraries and in other papers held by individuals or organizations , such as the Elvish Linguistic Fellowship ."
Q4463782,https://en.wikipedia.org/wiki?curid=3225027,4,3,0.363854,"It is the follow-up series to `` Legacy of the Drow '' and is followed up by `` The Hunter 's Blades Trilogy '' , and also followed on from the `` Servant of the Shard '' in `` The Sellswords '' [trilogy] ."
Q1408715,https://en.wikipedia.org/wiki?curid=24316,7,0,0.0,""
Q1151168,https://en.wikipedia.org/wiki?curid=9689356,6,0,0.0,""
Q7561118,https://en.wikipedia.org/wiki?curid=9212442,3,0,0.0,""
Q16932653,https://en.wikipedia.org/wiki?curid=42582599,1,28,0.102162,"Financial constraints forced the series to end at [28] volumes in spite of Hunter 's disappointment about the same ."
Q3480545,https://en.wikipedia.org/wiki?curid=11659585,3,3,0.74564,"The Sellswords is a [trilogy] of fantasy novels written by R._A._Salvatore , whose related works include `` The Legend of Drizzt '' series and `` The Hunter 's Blades Trilogy '' ."
Q524957,https://en.wikipedia.org/wiki?curid=681857,3,3,0.905162,"His escape sets in motion the events of the [trilogy] ."
Q1068292,https://en.wikipedia.org/wiki?curid=922811,4,4,0.672519,"While the [quartet] has its share of hiccups , they are far from ruining the book . ''"
Q17147603,https://en.wikipedia.org/wiki?curid=8663142,2,0,0.0,""
Q450330,https://en.wikipedia.org/wiki?curid=6735712,4,0,0.0,""
Q1053330,https://en.wikipedia.org/wiki?curid=83931,10,10,0.801536,"Several '' `` Chronicles of Amber '' '' omnibus anthologies have also been published collecting the 5 novels from the original ` Corwin cycle ' or all 5 novels of the ` Merlin cycle ' or -LRB- as in `` The Great Book of Amber '' -RRB- all [10] novels ."
Q474845,https://en.wikipedia.org/wiki?curid=20077017,3,3,0.730438,"Le Parnasse contemporain -LRB- `` The Contemporary Parnassus '' , e.g. , the contemporary poetry scene -RRB- is composed of [three] volumes of poetry collections , published in 1866 , 1871 and 1876 by the editor Alphonse_Lemerre , which included a hundred French poets , such as Leconte de Lisle , Théodore de Banville , Heredia , Gautier , Catulle_Mendès , Baudelaire , Sully_Prudhomme , Mallarmé , François_Coppée , Charles_Cros , Léon_Dierx , Louis_Ménard , Verlaine , Villiers de L'Isle-Adam and Anatole France ."
Q675872,https://en.wikipedia.org/wiki?curid=3158479,7,7,0.600739,"`` Bloomsbury '' said that this Septimus_Heap encyclopedia is a dazzling cornucopia of information on every aspect of Septimus 's world and the creatures that inhabit it , including the secret files , the journal excerpts , charm theory , the [seven] basic spells , dispatches from the Message Rat Office , the history , and the maps ."
Q625703,https://en.wikipedia.org/wiki?curid=1930965,3,3,0.921273,"Kestrel Hath : The main character in the [trilogy] ."
Q458982,https://en.wikipedia.org/wiki?curid=1092454,10,10,0.501848,"The Malazan Book of the Fallen is an epic fantasy series written by Canadian author Steven_Erikson , published in [ten] volumes beginning with the novel `` Gardens of the Moon '' , published in 1999 ."
