Q254	3	0	Already	already	RB	O	advmod	O
Q254	3	1	competent	competent	JJ	O	ccomp	O
Q254	3	2	on	on	IN	O	case	O
Q254	3	3	keyboard	keyboard	NN	O	nmod:on	O
Q254	3	4	and	and	CC	O	cc	O
Q254	3	5	violin	violin	NN	O	nmod:on	O
Q254	3	6	,	,	,	O	punct	O
Q254	3	7	he	he	PRP	O	nsubj	O
Q254	3	8	composed	compose	VBN	O	root	O
Q254	3	9	from	from	IN	O	case	O
Q254	3	10	the	the	DT	O	det	O
Q254	3	11	age	age	NN	O	nmod:from	O
Q254	3	12	of	of	IN	O	case	O
Q254	3	13	five	_num_	CD	NUMBER	nmod:of_age	O
Q254	3	14	and	and	CC	O	cc	O
Q254	3	15	performed	perform	VBN	O	conj:and	O
Q254	3	16	before	before	IN	O	case	O
Q254	3	17	European	european	JJ	MISC	amod	O
Q254	3	18	royalty	royalty	NN	O	nmod:before	O
Q254	3	19	.	.	.	O	punct	O

Q254	4	0	At	at	IN	O	case	O
Q254	4	1	17	_num_	CD	NUMBER	nmod:at_engage	O
Q254	4	2	,	,	,	O	punct	O
Q254	4	3	Mozart	_name_	NNP	PERSON	nsubjpass	O
Q254	4	4	was	be	VBD	O	auxpass	O
Q254	4	5	engaged	engage	VBN	O	root	O
Q254	4	6	as	as	IN	O	case	O
Q254	4	7	a	a	DT	O	det	O
Q254	4	8	musician	musician	NN	O	nmod:as	O
Q254	4	9	at	at	IN	O	case	O
Q254	4	10	the	the	DT	O	det	O
Q254	4	11	Salzburg	Salzburg	NNP	LOCATION	compound	O
Q254	4	12	court	court	NN	O	nmod:at	O
Q254	4	13	,	,	,	O	punct	O
Q254	4	14	but	but	CC	O	cc	O
Q254	4	15	grew	grow	VBD	O	conj:but	O
Q254	4	16	restless	restless	JJ	O	xcomp	O
Q254	4	17	and	and	CC	O	cc	O
Q254	4	18	traveled	travel	VBD	O	conj:but	O
Q254	4	19	in	in	IN	O	case	O
Q254	4	20	search	search	NN	O	nmod:in	O
Q254	4	21	of	of	IN	O	case	O
Q254	4	22	a	a	DT	O	det	O
Q254	4	23	better	better	JJR	O	amod	O
Q254	4	24	position	position	NN	O	nmod:of	O
Q254	4	25	.	.	.	O	punct	O

Q254	9	0	He	he	PRP	O	nsubjpass	O
Q254	9	1	was	be	VBD	O	auxpass	O
Q254	9	2	survived	survive	VBN	O	root	O
Q254	9	3	by	by	IN	O	case	O
Q254	9	4	his	he	PRP$	O	nmod:poss	O
Q254	9	5	wife	wife	NN	O	compound	O
Q254	9	6	Constanze	constanze	NN	PERSON	nmod:agent	O
Q254	9	7	and	and	CC	O	cc	O
Q254	9	8	two	_num_	CD	NUMBER	nummod_son	_YES_
Q254	9	9	sons	son	NNS	O	nmod:agent	O
Q254	9	10	.	.	.	O	punct	O

Q254	10	0	He	he	PRP	O	nsubj	O
Q254	10	1	composed	compose	VBN	O	advcl	O
Q254	10	2	more	more	JJR	O	advmod	O
Q254	10	3	than	than	IN	O	mwe	O
Q254	10	4	600	_num_	CD	NUMBER	nummod_work	O
Q254	10	5	works	work	NNS	O	dobj	O
Q254	10	6	,	,	,	O	punct	O
Q254	10	7	many	many	JJ	O	nsubj	O
Q254	10	8	acknowledged	acknowledge	VBD	O	root	O
Q254	10	9	as	as	IN	O	case	O
Q254	10	10	pinnacles	pinnacle	NNS	O	nmod:as	O
Q254	10	11	of	of	IN	O	case	O
Q254	10	12	symphonic	symphonic	JJ	O	amod	O
Q254	10	13	,	,	,	O	punct	O
Q254	10	14	concertante	concertante	NN	O	conj:and	O
Q254	10	15	,	,	,	O	punct	O
Q254	10	16	chamber	chamber	NN	O	conj:and	O
Q254	10	17	,	,	,	O	punct	O
Q254	10	18	operatic	operatic	JJ	O	conj:and	O
Q254	10	19	,	,	,	O	punct	O
Q254	10	20	and	and	CC	O	cc	O
Q254	10	21	choral	choral	JJ	O	conj:and	O
Q254	10	22	music	music	NN	O	nmod:of	O
Q254	10	23	.	.	.	O	punct	O

Q254	13	2	Wolfgang_Amadeus_Mozart	_name_	NNP	PERSON	compound_compound_nsubjpass	O
Q254	13	3	was	be	VBD	O	auxpass	O
Q254	13	4	born	bear	VBN	O	root	O
Q254	13	5	on	on	IN	O	case	O
Q254	13	6	27January	27january	JJ	O	amod	O
Q254	13	7	1756	1756	CD	DATE	nmod:on	O
Q254	13	8	to	to	TO	O	case	O
Q254	13	10	Leopold_Mozart	_name_	NNP	PERSON	compound_nmod:to	O
