Q1301476,https://en.wikipedia.org/wiki?curid=1318924,"Sunil_Mittal",3,2,0.299981,"His father , Sat Paul_Mittal , had been the Member of Parliament , Rajya_Sabha -LRB- Indian National Congress -RRB- from Ludhiana , Punjab , he was elected from Punjab for [two] terms -LRB- 1976 & 1982 -RRB- and nominated to the Rajya Sabha once -LRB- 1988 -RRB- ."
Q454245,https://en.wikipedia.org/wiki?curid=12438594,"Alan_Kelly_(politician)",2,2,0.243322,"The couple have [two] children ; a daughter and a son ."
Q324539,https://en.wikipedia.org/wiki?curid=543969,"Sam_Sheppard",1,18,0.377294,"The defense called [eighteen] character witnesses for Sheppard , and two witnesses who said that they had seen a bushy-haired man near the Sheppard home on the day of the crime ."
Q13575319,https://en.wikipedia.org/wiki?curid=25069694,"William_Jasper_Kerr",6,6,0.392219,"He married Leonora_Hamilton in 1885 , and had [four] daughters and [two] sons ."
Q1894411,https://en.wikipedia.org/wiki?curid=25664966,"Marcus_Wallenberg_(born_1956)",8,6,0.225859,"They have [two] children together ; he has [four] children from an earlier relationship ."
Q4709994,https://en.wikipedia.org/wiki?curid=32411603,"Albert_D._Bosson",2,2,0.274192,"They had [two] children , a son , Campbell_Bosson , born on November 18 , 1888 , and a daughter , Pauline_Arlaud_Bosson , born on February 24 , 1894 ."
Q6779107,https://en.wikipedia.org/wiki?curid=16486507,"Mary_Bradbury",11,0,0,""
Q12958427,https://en.wikipedia.org/wiki?curid=44091709,"Mihael_Zmajlović",2,2,0.227982,"Zmajlović is married to Marija_Zmajlović with whom he has [two] children ."
Q2442673,https://en.wikipedia.org/wiki?curid=1387368,"Tony_Killeen",5,5,0.49966,"He is married to Lily_O'Keeffe ; they have [five] sons and live in Kilnaboy , County Clare ."
Q7383878,https://en.wikipedia.org/wiki?curid=5384883,"Ryan_Bennett_(sportscaster)",4,4,0.418954,"According to the Utah Highway Patrol , Bennett was traveling southbound on Interstate 15 in Fillmore around 5:15 p.m. with his wife and [four] children when their sport utility vehicle drifted onto the east shoulder on a slight bend in the road ."
Q5085069,https://en.wikipedia.org/wiki?curid=25574817,"Charlie_Jacobs",3,6,0.360258,"He is the youngest of their [six] children ."
Q5446263,https://en.wikipedia.org/wiki?curid=31970362,"Fiach_Mac_Conghail",2,2,0.445703,"Mac Conghail has [two] daughters with actress Bríd_Ní_Neachtain ."
Q4719471,https://en.wikipedia.org/wiki?curid=2553780,"Alexander_MacEwen",5,5,0.465107,"MacEwen had [three] sons and [two] daughters ."
Q4755023,https://en.wikipedia.org/wiki?curid=1206694,"Andrea_Coote",3,0,0,""
Q15052269,https://en.wikipedia.org/wiki?curid=40117306,"Benjamin_B._Wagner",3,0,0,""
Q3115393,https://en.wikipedia.org/wiki?curid=20287561,"Grant_Haskin",1,0,0,""
Q5524863,https://en.wikipedia.org/wiki?curid=2190442,"Gary_Cohen",5,5,0.173946,"Cohen is married to Lynn_Cohen and has [five] children ."
Q121033,https://en.wikipedia.org/wiki?curid=3659271,"Urs_Schwarzenbach",2,2,0.318826,"The couple have [two] children ."
