Q1894411,https://en.wikipedia.org/wiki?curid=25664966,Marcus_Wallenberg_(born_1956),8,6,0.211314,"They have [two] children together ; he has [four] children from 1 earlier relationship ."
Q3288389,https://en.wikipedia.org/wiki?curid=3055932,Tracie_Savage,1,0,0.0,""
Q7072169,https://en.wikipedia.org/wiki?curid=33115311,O._S._Manian,2,0,0.0,""
Q4709994,https://en.wikipedia.org/wiki?curid=32411603,Albert_D._Bosson,2,3,0.2916015,"They had [two] children , 1 son , Campbell_Bosson , born on November 18 , 1888 , and [1] daughter , Pauline_Arlaud_Bosson , born on February 24 , 1894 ."
Q13575319,https://en.wikipedia.org/wiki?curid=25069694,William_Jasper_Kerr,6,6,0.3565305,"He married Leonora_Hamilton in 1885 , and had [four] daughters and [two] sons ."
Q2442673,https://en.wikipedia.org/wiki?curid=1387368,Tony_Killeen,5,5,0.450755,"He is married to Lily_O'Keeffe ; they have [five] sons and live in Kilnaboy , County Clare ."
Q454245,https://en.wikipedia.org/wiki?curid=12438594,Alan_Kelly_(politician),2,3,0.32882750000000005,"The couple have [two] children ; 1 daughter and [1] son ."
Q12958427,https://en.wikipedia.org/wiki?curid=44091709,Mihael_Zmajlović,2,2,0.245783,"Zmajlović is married to Marija_Zmajlović with whom he has [two] children ."
Q5446263,https://en.wikipedia.org/wiki?curid=31970362,Fiach_Mac_Conghail,2,2,0.36946,"Mac Conghail has [two] daughters with actress Bríd_Ní_Neachtain ."
Q4719471,https://en.wikipedia.org/wiki?curid=2553780,Alexander_MacEwen,5,5,0.30951,"MacEwen had [three] sons and [two] daughters ."
Q15052269,https://en.wikipedia.org/wiki?curid=40117306,Benjamin_B._Wagner,3,18,0.108934,"He has conducted [eighteen] jury trials ."
Q1301476,https://en.wikipedia.org/wiki?curid=1318924,Sunil_Mittal,3,3,0.2554465,"His father , Sat Paul_Mittal , had been the Member of Parliament , Rajya_Sabha -LRB- Indian National Congress -RRB- from Ludhiana , Punjab , he was elected from Punjab for [two] terms -LRB- 1976 & 1982 -RRB- and nominated to the Rajya Sabha [1] time -LRB- 1988 -RRB- ."
Q6779107,https://en.wikipedia.org/wiki?curid=16486507,Mary_Bradbury,11,1,0.187479,"Another account claims that her husband bribed the jailer and took her away to Maine in [1] horse and cart ."
Q4755023,https://en.wikipedia.org/wiki?curid=1206694,Andrea_Coote,3,1,0.347974,"However , this opened up [1] number of new shadow ministerial positions , and Coote was one of those promoted ."
Q5524863,https://en.wikipedia.org/wiki?curid=2190442,Gary_Cohen,5,1,0.380401,"In October 2006 , during the Mets ' postseason run , Cohen returned to the WFAN booth with Rose and newcomer Tom_McCarthy for [1] couple of innings each game ; he was behind the microphone for Endy_Chávez 's miraculous catch in Game 7 of the NLCS which the Mets lost ."
Q3115393,https://en.wikipedia.org/wiki?curid=20287561,Grant_Haskin,1,2,0.22224349999999998,"Following these 2014 elections he returned [1] time more to the City of Cape Town as councillor and caucus leader for the African Christian Democratic Party -LRB- ACDP -RRB- , 1 post he held until January 2016 when he resigned to take up [1] newly created post in the African Christian Democratic Party -LRB- ACDP -RRB- : Media and Communications Director ."
Q5085069,https://en.wikipedia.org/wiki?curid=25574817,Charlie_Jacobs,3,6,0.315418,"He is the youngest of their [six] children ."
Q121033,https://en.wikipedia.org/wiki?curid=3659271,Urs_Schwarzenbach,2,2,0.318796,"The couple have [two] children ."
Q7383878,https://en.wikipedia.org/wiki?curid=5384883,Ryan_Bennett_(sportscaster),4,1,0.396538,"He also worked for [1] time at KBER 101 FM in Salt Lake City ."
Q324539,https://en.wikipedia.org/wiki?curid=543969,Sam_Sheppard,1,1,0.513592,"The defense argued that the blood evidence had been tainted in the years since it was collected , and that [1] important blood spot on the closet door in Marilyn_Sheppard 's room potentially included 83 % of the adult white population ."
