Q9696,https://en.wikipedia.org/wiki/John_F._Kennedy,4,2,0.261412,"All three have [two] things in common : the commanding general of the Military District of Washington during those funerals was Army Major General Philip_C._Wehle and the riderless horse was Black Jack , who also served in that role during Lyndon_B._Johnson 's funeral ."
Q295093,https://en.wikipedia.org/wiki/Claude_Lelouch,7,2,0.194807,"Lelouch 's A Man and a Woman won the Palme d'Or at the 1966 Cannes Film Festival , as well as [two] Oscars including Best Foreign Language Film ."
Q105487,https://en.wikipedia.org/wiki/Maurice_Jarre,3,4,0.400341,"He also won [four] Golden Globes , two BAFTA Awards , and a Grammy Award ."
Q7742,https://en.wikipedia.org/wiki/Louis_XIV_of_France,19,40,0.227649,"In general , Louis was an eager dancer who performed 80 roles in [40] major ballets ."
Q312325,https://en.wikipedia.org/wiki/Ferdinand_I_of_the_Two_Sicilies,17,2,0.107312,"When his father ascended the Spanish throne in 1759 he abdicated Naples in Ferdinand 's favor in accordance with the treaties forbidding the union of the [two] crowns ."
Q3736361,https://en.wikipedia.org/wiki/Ezio_Carabella,1,0,0.0,""
Q35041,https://en.wikipedia.org/wiki/William_McKinley,2,2,0.19083,"The Clayton -- Bulwer Treaty , which the [two] nations signed in 1850 , prohibited either from establishing exclusive control over a canal there ."
Q61046,https://en.wikipedia.org/wiki/Richard_Courant,4,4,0.21094,"Richard and Nerina had [four] children : Ernest , a particle physicist and innovator in particle accelerators ; Gertrude -LRB- 1922-2014 -RRB- , a PhD biologist and wife of the mathematician Jürgen_Moser -LRB- 1928 -- 1999 -RRB- ; Hans , a physicist who participated in the Manhattan Project ; and Leonore -LRB- known as `` Lori , '' 1928-2015 -RRB- , a professional violist and wife of the mathematician Jerome_Berkowitz -LRB- 1928 -- 1998 -RRB- ."
Q535127,https://en.wikipedia.org/wiki/Pierre_Jolivet,1,0,0.0,""
Q569505,https://en.wikipedia.org/wiki/R._B._Kitaj,3,1,0.166004,"After living together for 12 years , he married Sandra_Fisher in December 1983 ; they had [one] son , Max ."
Q237761,https://en.wikipedia.org/wiki/Landgravine_Elisabeth_Amalie_of_Hesse-Darmstadt,11,0,0.0,""
Q9889,https://en.wikipedia.org/wiki/Emperor_Xizong_of_Tang,4,0,0.0,""
Q72141,https://en.wikipedia.org/wiki/Friedrich_Delitzsch,1,0,0.0,""
Q133040,https://en.wikipedia.org/wiki/Alberto_Fujimori,4,2,0.323229,"Caretas also alleged that Fujimori 's mother declared having [two] children when she entered Peru ; Fujimori is the second of four children ."
