Q137578,Queshan_County,13
Q1022909,Tianchang,17
Q1012537,Shijing_Subdistrict%2C_Guangzhou,24
Q2012423,Silistra_Province,7
Q1001823,Bueng_Kum_District,3
Q613917,Anyi_County,13
Q1785083,Kosova_Hora,7
Q2165552,Liuji_Township%2C_Henan,23
Q1200,Rhineland-Palatinate,36
Q555048,Gliwice_County,8
Q1198649,Xin%27an_County,12
Q1361953,Panshi,18
Q492437,Bouches_du_Weser,4
Q193721,T%C3%A1bor,15
Q947495,P%C5%82ock_County,15
Q1579076,Limba%C5%BEi_Municipality,8
Q1517587,T%C3%A9miscouata_Regional_County_Municipality,19
Q2600622,Leshukonsky_District,7
Q2636699,Bezenchuksky_District,12
Q29003,Jiamusi,9
Q6540082,Lianmeng_Subdistrict%2C_Baoding,6
Q475309,Buntharik_District,8
Q476221,Non_Din_Daeng_District,3
Q6964301,Nantang%2C_Lufeng%2C_Guangdong,25
Q1356598,Quannan_County,11
Q1727387,Canton_of_Sainte-Rose-1,4
Q949312,Purbeck_District,1
Q490033,McDonald_County%2C_Missouri,2
Q607423,Maizhokunggar_County,8
Q61346,Crittenden_County%2C_Arkansas,11
Q218535,Kralice_nad_Oslavou,1
Q1638295,Canton_of_Saint-Sever-Calvados,18
Q10432,Wunsiedel_%28district%29,17
Q10864871,Wanquan%2C_Hubei,53
Q923712,Yashkinsky_District,11
Q475199,Bang_Khan_District,4
Q1726902,Canton_of_Rennes-Nord-Est,1
Q713750,West_Germany,11
Q1866020,Litv%C3%ADnovice,2
Q502222,Juneau_County%2C_Wisconsin,29
Q4415418,Baima%2C_Miyi_County,12
Q6348717,Kaiyuan_Subdistrict%2C_Xiamen,12
Q1344848,Yuzhou%2C_Henan,26
Q353095,Addison%2C_Vermont,0
Q5061,East_Nusa_Tenggara,22
Q7558958,Solun%2C_Horqin_Right_Front_Banner,16
Q197377,Zhangjiagang,9
Q19951027,F%C3%A8s-Mekn%C3%A8s,9
Q549007,Bergen%2C_Middle_Franconia,5
Q577434,Longhui_County,24
Q1762083,Ostrom%C4%9B%C5%99,3
Q1268277,Hepu_County,15
Q55,Netherlands,12
Q1655583,Sredneakhtubinsky_District,12
Q8055053,Yongxing%2C_Fujian,20
Q484231,Bennett_County%2C_South_Dakota,2
Q4165,Bad_Homburg_vor_der_H%C3%B6he,5
Q1356703,Tongshan_County,12
Q1042066,Kako_District%2C_Hy%C5%8Dgo,2
Q721580,El_Ranco_Province,4
Q1236237,Doln%C3%AD_T%C5%99ebon%C3%ADn,7
Q494726,S%C3%A3o_Louren%C3%A7o_dos_%C3%93rg%C3%A3os%2C_Cape_Verde,1
Q2258141,Ho%C5%99ovi%C4%8Dky,3
Q54180,Pomeranian_Voivodeship,20
Q495479,Pittsburg_County%2C_Oklahoma,21
Q476111,Mueang_Uthai_Thani_District,14
Q2218428,Vashkinsky_District,3
Q1376956,Gwent_%28county%29,5
Q295787,Dare_County%2C_North_Carolina,12
Q1220154,Diecai_District,3
Q1338337,Qidong_County%2C_Hunan,24
Q1359226,Qinyang,13
Q212673,Arrondissement_of_Saint-Germain-en-Laye,16
Q578770,Anting,63
Q25277,Hispaniola,2
Q1070034,Chengwu_County,13
Q54160,Hampden_County%2C_Massachusetts,23
Q702051,Arrondissement_of_Parthenay,8
Q2424451,Ko%C5%A1tice,3
Q497880,Hampton_County%2C_South_Carolina,9
Q3553411,Val_Terbi,3
Q35555,Wallis_and_Futuna,3
Q13714801,Dongping_National_Forest_Park,1
Q127297,Raoyang_County,7
Q110212,Beaverhead_County%2C_Montana,2
Q700901,Arrondissement_of_Chartres,11
Q1197540,Dongfeng_District,8
Q2109649,Vrbice_%28Ji%C4%8D%C3%ADn_District%29,1
Q197715,Zhenjiang_District,11
Q1198286,Dong%27e_County,10
Q978446,Trmice,2
Q389777,Tangier-Tetouan,7
Q503255,Bispingen,9
Q26712,DeWitt_County%2C_Texas,5
Q767284,Yuhu_District,17
Q10879842,Rushankou,36
Q263106,Wucheng_County,8
Q535991,Vlkava,1
Q340064,%C4%8Cer%C4%8Dany,1
Q570333,Okegawa%2C_Saitama,3
