Q5566422,Gladys%20Henson,1,1,She married English actor Leslie Henson in 1926 (they had a son Joe in 1932),228,284,56
Q561201,Jean%20Tardieu,1,1,,,,
Q3749386,Francesca%20Conti,1,1,,,,
Q4944091,Eleonora%20Charlotta%20d%27Albedyhll,1,1,"In 1795, she married baron Gustaf d'Albedyhll and moved to Nyköping",,,
Q16623764,Beata%20Magdalena%20Wittenberg,1,1,"She was the daughter of count Arvid Wittenberg and Eva Margareta von Langen, and married riksråd baron Henrik Horn in 1674.",,,
Q3680690,Clifford%20Durr,1,1,"In 1926 he married Virginia Foster, whose sister would be the first wife of Hugo Black.",,,
Q19517712,Nispal%20Singh,1,1,"He is married to Koel Mallick, a Tollywood actress.",,,
Q463793,Frank%20Bunker%20Gilbreth%20Sr.,1,1,"He was at the Lackawanna railway station in Montclair, New Jersey, whilst talking with his wife by telephone. Lillian outlived him by 48 years.",,,
Q293082,Betsy%20Nagelsen,1,1,"She married Mark McCormack, founder of the sports management group IMG.",,,
Q5092690,Cheryl%20Barrymore,1,1,Cheryl and Michael married in 1976,,,
Q1399937,Ford%20Sterling,1,1,,,,
Q1870001,Susan%20Roces,1,1,"Roces married Fernando Poe, Jr. and they have an adopted daughter, former MTRCB Chairperson and now Senator Grace Poe Llamanzares.",,,
Q565522,Ikrimah%20ibn%20Abi%20Jahl,1,1,Ikrimah was the husband of Umm Hakim,,,
Q262559,John%20de%20la%20Pole%2C%202nd%20Duke%20of%20Suffolk,2,2,"On 7 February 1450, when still a small child, he was married to the six-year-old Lady Margaret Beaufort, though the Papal dispensation to marry was not signed until 18 August 1450,[1] and later this marriage was annulled in February 1453. Sometime before February 1458, John married Elizabeth, the second surviving daughter of Richard of York and Cecily Neville. ",,,
Q736421,Roger%20III%20of%20Sicily,1,1,"In 1193, Tancred arranged for Roger to marry Irene Angelina, daughter of the Byzantine emperor Isaac II Angelos.",,,
Q89342,Constanze%20Engelbrecht,1,1,"Her daughter Julie Engelbrecht is also an actress, as was her husband an actor.",,,
Q55234,Michael%20Powell,1,3,"In 1927 Powell married Gloria Mary Rouger, an American dancer. From 1 July 1943 until her death on 5 July 1983, Powell was married to Frances ""Frankie"" May Reidy, the daughter of medical practitioner Jerome Reidy. Subsequently, Powell was married to film editor Thelma Schoonmaker from 19 May 1984 until his own death from cancer at his home in Avening, Gloucestershire.",,,
Q6038358,Gevherhan%20Sultan%20%28daughter%20of%20Selim%20II%29,1,2,"Ismehan married Sokollu Mehmed, Gevherhan the admiral Piyale, and ?ah the chief falconer Hasan Agha. She later married Cerrah Mehmed Pasha.",,,
Q4097446,Praskovya%20Bruce,1,1,"She was the sister of Marshal noble Pyotr Rumyantsev and married to Count James Bruce, governor of Saint Petersburg.",,,
Q319725,Lou%20Diamond%20Phillips,1,3,"They married on September 17, 1987 and divorced on August 5, 1990. He later married Penthouse model and television extra Kelly Phillips, with whom he has three daughters. They married in August 2007.",,,
Q459504,Guusje%20ter%20Horst,1,1,,,,
Q5335891,Eddie%20Buczynski,1,0,,,,
Q5701823,Helen%20Armstrong%20%28violinist%29,1,2,"Ms. Armstrong was widowed by her first husband, Alan Cohen in 1978. After a long relationship with her husband-to-be, Ajit Hutheesing, they were married in 1996.",,,
Q622213,Jrue%20Holiday,1,1,"In July 2013, Holiday married United States women's national soccer team midfielder Lauren Cheney.",,,
Q232101,Rachael%20Leigh%20Cook,1,1,Cook married actor Daniel Gillies in August 2004.,,,
Q191966,Gene%20Wilder,1,4,"Wilder met his first wife, Mary Mercier, while studying at the HB Studio in New York. When Katharine started calling Wilder ""Dad"", he decided to do what he felt was ""the right thing to do"",[50] marrying Schutz on October 27, 1967, and adopting Katharine that same year. She moved in with Wilder, and the couple married on September 14, 1984, in the south of France. Following Gilda Radner's death, Wilder and Webb reconnected, and on September 8, 1991, they married.",,,
Q8015,Artur%20Mas,1,1,,,,
Q986959,D%C3%A9ryn%C3%A9%20R%C3%B3za%20Sz%C3%A9ppataki,1,1,"Having met her husband István Déry in 1838, Déryné now accepts the offer she then refused: to live with him in the countryside.",,,
Q874828,G%C3%A1bor%20Csup%C3%B3,1,1,"He now has six children (two of which are from his business partner and ex-wife, Arlene Klasky).",,,
Q289705,Alexia%20Bryn,1,1,,,,
Q778550,Tezozomoc%20%28Azcapotzalco%29,1,2,His wives were Chalchiuhcozcatzin and Tzihuacxochitzin I.,,,
Q934898,Elijah%20Cummings,1,1,He is married to Maya Rockeymoore.,,,
Q337638,John%20Manners%2C%202nd%20Duke%20of%20Rutland,1,2,"He married, firstly, Catherine Russell, daughter of William Russell, Lord Russell and Lady Rachel Wriothesley, on 23 August 1693. He married, secondly, Lucy Sherard, daughter of Bennet Sherard, 2nd Baron Sherard, on 1 January 1713.",,,
Q358497,Aleksey%20Khomyakov,1,1,,,,
Q8424542,Chen%20Baoguo,1,1,He is married to actress Zhao Kui'e.,,,
Q1272767,William%20IX%2C%20Marquess%20of%20Montferrat,1,1,He had 3 children with Anna d'Alençon:,,,
Q23304385,Bindu%20Bhatt,1,1,"In 1991, she married to Harshad Trivedi, a Gujarati author and poet.",,,
Q2058690,Paul%20Almond,1,3,"Almond was first married to National Ballet of Canada leading dancer Angela Leigh, then to Geneviève Bujold from 1967 to 1973, their son, Matthew James Almond, was born in 1968. He has since married the photographer Joan Harwood Elkins.",,,
Q2603376,Martin%20Luther%20King%20Sr.,1,1,"On Thanksgiving Day in 1926, after eight years of courtship, he married Alberta in the Ebenezer Church.",,,
Q86396,Hannelore%20Schroth,2,3,"Schroth was first married to German stage and film actor Carl Raddatz, however the union ended in divorce. Her second marriage was to the Austrian deep sea diver Hans Hass, which produced a son, Hans Hass Jr. (1946–2009) who became an actor and pop singer. Her third marriage to a lawyer produced a son, Christopher Kantapper Köster (1953–2012).",,,
Q434061,Francis%20V%2C%20Duke%20of%20Modena,1,1,"On 30 March 1842, Francis married Princess Adelgunde of Bavaria, daughter of King Ludwig I of Bavaria, in the Allerheiligen-Hofkirche at the Munich Residenz.",,,
Q123098,Angelica%20Kauffman,1,2,"In 1781, after her first husband's death (she had been long separated from him), she married Antonio Zucchi (1728–1795), a Venetian artist then resident in England.",,,
Q5120526,Cindy%20Fisher%20%28actress%29,1,1,"During the show she met actor Doug Davidson, who became her husband in 1984.",,,
Q7914625,Vanessa%20Claire%20Stewart,1,2,"She moved to Los Angeles in 1999 where she met and married her first husband, Lance Arthur Smith. They divorced in 2005. In 2009, while performing at the Geffen Playhouse, she met actor French Stewart. They married in 2011 and had a daughter, Helene Claire, in 2013.",,,
Q6960065,Najwa%20bin%20Laden,1,1,"Najwa bin Laden (born c. 1959), née Ghanem, is a Syrian woman who was the first wife and first cousin of Osama bin Laden.",,,
Q447586,Frederick%20Louis%2C%20Count%20of%20Nassau-Ottweiler,1,2,"Frederick Louis married on 28 July 1680 with Christiane (1659-1695), the daughter of Frederick of Ahlefeldt and Margaret Dorothea of Rantzau. After Christiane's death, Frederick Louis married on 27 September 1697 Countess Louise Sophie of Hanau-Lichtenberg (11 April 1662 in Bischofsheim am Hohen Steg – 9 April 1751 in Ottweiler), the daughter of Johann Reinhard II of Hanau-Lichtenberg and Countess Palatine Anna Magdalena of Birkenfeld-Bischweiler.",,,
Q4885592,Ben%20Elliot,1,1,"Elliot married Mary-Clare Winwood, daughter of the musician Steve Winwood in Gloucestershire in 2011.",,,
Q6375552,Kate%20Humble,1,1,Humble is married to the television producer Ludo Graham.,,,
Q1134149,Queen%20Komal%20of%20Nepal,1,1,"Queen Komal married her second cousin Prince Gyanendra of Nepal on 1 May 1970 in Kathmandu, and they have two children.",,,
Q129006,Clement%20Attlee,1,1,"It would come to be a devoted marriage, until her death in 1964.",,,
Q1144841,Sousuke%20Takaoka,1,1,"On June 15, 2007 he married Japanese actress Aoi Miyazaki, after dating her for seven years.",,,
Q95379,Margareta%20Fouch%C3%A9,1,1,"Her husband, Rittmeister Gustav Albrecht, was the head of the mediatized princely house of Sayn-Wittgenstein-Berleburg.",,,
Q7634095,Sue%20Gee,1,1,"they married in 2003, two years before his death.",,,
Q4766932,Anna%20Colonna,1,1,"On 14 October 1627, at age 26, she married Taddeo Barberini, Prince of Palestrina (later Prefect of Rome) who was two years her junior.",,,
Q4894928,Bersheba%20Leighton%20Fristoe,1,1,She married Henry Washington Younger in about 1830 and bore 14 children from 1832 to 1857.,,,
Q459898,Radka%20Kova%C5%99%C3%ADkov%C3%A1,1,2,"Kova?íková and Novotný were engaged in 1993 and married on June 1, 1996.[2] In 2011, Kova?íková confirmed that they were divorced.[3][4] She is married to the director of Cinderella on Ice, Jind?ich Šimek, with whom she has a daughter, Klára.[3]",,,
Q4762761,Angeline%20Stickney,1,1,"Stickney and Hall married in Elkhorn, Wisconsin on March 31, 1856.",,,
Q525903,Pontus%20De%20la%20Gardie,1,1,"On 4 February 1580 De la Gardie married Sofia Johansdotter Gyllenhielm (ca.1556-1583), the illegitimate daughter of John III of Sweden and a Finnish lady, Karin Hansdotter.",,,
Q15956270,Julia%20Ogilvy,1,1,"She married James Ogilvy on 30 June 1988 at St Mary the Virgin Church in Saffron Walden, Essex.",,,
Q4355736,William%20Jay%20Smith,1,1,"In 1947 he married the poet Barbara Howes, and they lived for a time in England and Italy.",,,
Q273740,Leah%20Ayres,1,1,"Ayres and her husband, TV screenwriter and producer Bruce Kalish, have a son, Mackenzie Austin Kalish, who was born on June 21, 1993.",,,
Q380373,Mikhail%20of%20Tver,1,1,"In 1294 Mikhail married Princess Anna of Rostov, daughter of Dimitry of Rostov.",,,
Q2545982,Vladimir%20Etush,2,4,Etush has been married four times.,,,
