Q9696,https://en.wikipedia.org/wiki/John_F._Kennedy,4,1,0.6315,F,"Kennedy at [one] time was regularly seen by no fewer than three doctors , one of whom , Max_Jacobson , was unknown to the other two , as his mode of treatment was controversial and used for the most severe bouts of back pain .",
Q295093,https://en.wikipedia.org/wiki/Claude_Lelouch,7,2,0.2708,F,He has collaborated more than [two] dozen times with composer Francis_Lai .,
Q105487,https://en.wikipedia.org/wiki/Maurice_Jarre,3,14,0.2764,F,"Three of his compositions spent a total of 42 weeks on the UK singles chart ; the biggest hit was `` Somewhere My Love '' -LRB- to his tune `` Lara 's Theme '' , with lyrics by Paul_Francis_Webster -RRB- by the Mike Sammes Singers , which reached Number [14] in 1966 and spent 38 weeks on the chart .",
Q7742,https://en.wikipedia.org/wiki/Louis_XIV_of_France,19,1,0.5053,F,"However , only [one] child , the eldest , survived to adulthood : Louis , le Grand Dauphin , known as Monseigneur .",
Q312325,https://en.wikipedia.org/wiki/Ferdinand_I_of_the_Two_Sicilies,17,0,0,,,
Q3736361,https://en.wikipedia.org/wiki/Ezio_Carabella,1,0,0,,,
Q232101,https://en.wikipedia.org/wiki/Rachael_Leigh_Cook,2,12,0.191,F,"Cook voiced Tifa Lockhart in the video games Kingdom Hearts II , Dirge of Cerberus : Final Fantasy VII and Dissidia [012] Final Fantasy , as well as the CG movie Final Fantasy VII Advent Children .",
Q35041,https://en.wikipedia.org/wiki/William_McKinley,2,1,0.6314,F,"For 1890 , the Democrats gerrymandered McKinley [one] final time , placing Stark County in the same district as one of the strongest pro-Democrat counties , Holmes , populated by solidly Democratic Pennsylvania Dutch .",
Q61046,https://en.wikipedia.org/wiki/Richard_Courant,4,4,0.1693,T,"Richard and Nerina had [four] children : Ernest , a particle physicist and innovator in particle accelerators ; Gertrude -LRB- 1922-2014 -RRB- , a PhD biologist and wife of the mathematician Jürgen_Moser -LRB- 1928 -- 1999 -RRB- ; Hans , a physicist who participated in the Manhattan Project ; and Leonore -LRB- known as `` Lori , '' 1928-2015 -RRB- , a professional violist and wife of the mathematician Jerome_Berkowitz -LRB- 1928 -- 1998 -RRB- .",
Q535127,https://en.wikipedia.org/wiki/Pierre_Jolivet,1,0,0,,,
Q569505,https://en.wikipedia.org/wiki/R._B._Kitaj,3,1,0.3452,F,"After living together for 12 years , he married Sandra_Fisher in December 1983 ; they had [one] son , Max .",
Q237761,https://en.wikipedia.org/wiki/Landgravine_Elisabeth_Amalie_of_Hesse-Darmstadt,11,0,0,,,
Q9889,https://en.wikipedia.org/wiki/Emperor_Xizong_of_Tang,4,0,0,,,
Q72141,https://en.wikipedia.org/wiki/Friedrich_Delitzsch,1,10,0.139,F,Volume [10] of Porta linguarum orientalium .,
Q133040,https://en.wikipedia.org/wiki/Alberto_Fujimori,4,1,0.7038,F,"An article from La Razon , a Peruvian newspaper , stated in 2003 that : `` Fujimori is only guilty of [one] big crime and it is that of having been successful in a country of failed politicians , creators of debt , builders of mirages , and downright opportunistic . ''",
Q193368,https://en.wikipedia.org/wiki/Ted_Turner,5,1,0.5256,F,"At [one] point , he suggested to pitcher Andy_Messersmith , who wore number 17 , that he change his surname to `` Channel '' to promote the television station .",
Q1386330,https://en.wikipedia.org/wiki/Ramesh_Sippy,2,0,0,,,
Q49492,https://en.wikipedia.org/wiki/Michael_Chekhov,1,0,0,,,
Q152503,https://en.wikipedia.org/wiki/Mikhail_Khodorkovsky,4,2,0.2262,F,"I wish to recall here the excellent work done by Sabine_Leutheusser-Schnarrenberger , rapporteur of the Committee on Legal Affairs and Human Rights , in her [two] reports on this subject .",
Q202537,https://en.wikipedia.org/wiki/Arkady_Gaidar,1,4,0.145,F,"Arkady was the first of the couple 's [four] children ; his three sisters were Natalya , Olga and Yekaterina .",
Q42891,https://en.wikipedia.org/wiki/Krishna,1,4,0.4797,F,"Then Krishna , with [four] handed form ascended to his abode .",
Q230045,https://en.wikipedia.org/wiki/Tiffani_Thiessen,2,90210,0.2192,F,"Her friendship with fellow [90210] star Tori_Spelling also broke up , after Spelling 's split from her first husband .",
Q230512,https://en.wikipedia.org/wiki/Phyllis_Diller,6,3,0.362,F,"The blindfolded panel on that evening 's broadcast included Sammy_Davis , Jr. , and they were able to discern Diller 's identity in [three] guesses .",
Q60610,https://en.wikipedia.org/wiki/Prince_Adalbert_of_Bavaria_(1828–1875),5,5,0.1805,T,They had [five] children :,
Q71633,https://en.wikipedia.org/wiki/Hanna_Neumann,5,5,0.1769,T,Four of her [five] children became mathematicians including Peter_M._Neumann .,
Q435755,https://en.wikipedia.org/wiki/Tudor_Arghezi,3,5,0.176,F,"In 1904 , he and Vasile_Demetrius published their own magazine , Linia_Dreaptă , which ceased to exist after only [five] issues .",
Q3806921,https://en.wikipedia.org/wiki/Jan_Philip_van_Thielen,9,9,0.1096,T,Van_Thielen and his wife had [9] children .,
Q455766,https://en.wikipedia.org/wiki/Johann_Rudolf_Zumsteeg,7,7,0.1261,T,"In 1783 , Zumsteeg married Luise_Andreae with whom he had [seven] children .",
Q469701,https://en.wikipedia.org/wiki/Livia,2,2,0.4197,F,"In his will , he left one third of his property to Livia , and the other [two] thirds to Tiberius .",
Q816568,https://en.wikipedia.org/wiki/Ben_Miller,3,1,0.8224,F,"He is best known as [one] half of comedy double act Armstrong and Miller , with Alexander_Armstrong .",
Q237358,https://en.wikipedia.org/wiki/Infanta_Maria_Theresa_of_Portugal,2,2,0.3287,T,"Despite providing him with [two] daughters Archduchess Maria_Annunziata of Austria -LRB- 1876 -- 1961 -RRB- and Archduchess Elisabeth_Amalie of Austria -LRB- 1878 -- 1960 -RRB- , the marriage was an unhappy one due to her husband 's bullying and tormenting of her .",
Q10501,https://en.wikipedia.org/wiki/Nigel_Mansell,3,1,0.8123,F,"He would agree to return only if a list of demands were met , including undisputed number [one] status over Riccardo_Patrese -LRB- who had also been his teammate in 1988 -RRB- , guarantees of support in a wide variety of areas with each guarantee in writing , and assurances from suppliers such as Renault and Elf that they would do everything necessary to help him win .",
